optID,theoryPrice,computeTime,error
10002068,,,"VG参数不满足约束条件: 1 - -0.0000 - 15.1380 = -14.137960 ≤ 0
请检查参数: sigma=17.4, nu=0.1, theta=-0.0004"
10002068,,,"VG参数不满足约束条件: 1 - -0.0000 - 14.6205 = -13.620460 ≤ 0
请检查参数: sigma=17.1, nu=0.1, theta=-0.0004"
10002068,,,"VG参数不满足约束条件: 1 - -0.0000 - 14.7920 = -13.791960 ≤ 0
请检查参数: sigma=17.2, nu=0.1, theta=-0.0004"
10002068,,,"VG参数不满足约束条件: 1 - -0.0001 - 15.6645 = -14.664450 ≤ 0
请检查参数: sigma=17.7, nu=0.1, theta=-0.0005"
10002068,,,"VG参数不满足约束条件: 1 - -0.0000 - 14.9645 = -13.964460 ≤ 0
请检查参数: sigma=17.3, nu=0.1, theta=-0.0004"
10002068,,,"VG参数不满足约束条件: 1 - -0.0000 - 16.5620 = -15.561960 ≤ 0
请检查参数: sigma=18.2, nu=0.1, theta=-0.0004"
10002068,,,"VG参数不满足约束条件: 1 - -0.0000 - 14.9645 = -13.964460 ≤ 0
请检查参数: sigma=17.3, nu=0.1, theta=-0.0004"
10002068,,,"VG参数不满足约束条件: 1 - -0.0000 - 14.1120 = -13.111960 ≤ 0
请检查参数: sigma=16.8, nu=0.1, theta=-0.0004"
10002068,,,"VG参数不满足约束条件: 1 - -0.0000 - 14.9645 = -13.964460 ≤ 0
请检查参数: sigma=17.3, nu=0.1, theta=-0.0004"
10002068,,,"VG参数不满足约束条件: 1 - -0.0000 - 12.6405 = -11.640460 ≤ 0
请检查参数: sigma=15.9, nu=0.1, theta=-0.0004"
10002068,,,"VG参数不满足约束条件: 1 - -0.0000 - 13.2845 = -12.284460 ≤ 0
请检查参数: sigma=16.3, nu=0.1, theta=-0.0004"
10002068,,,"VG参数不满足约束条件: 1 - -0.0000 - 12.1680 = -11.167960 ≤ 0
请检查参数: sigma=15.6, nu=0.1, theta=-0.0004"
10002068,,,"VG参数不满足约束条件: 1 - -0.0001 - 14.6205 = -13.620450 ≤ 0
请检查参数: sigma=17.1, nu=0.1, theta=-0.0005"
10002068,,,"VG参数不满足约束条件: 1 - -0.0001 - 15.1380 = -14.137950 ≤ 0
请检查参数: sigma=17.4, nu=0.1, theta=-0.0005"
10002068,,,"VG参数不满足约束条件: 1 - -0.0001 - 15.8420 = -14.841930 ≤ 0
请检查参数: sigma=17.8, nu=0.1, theta=-0.0007"
10002068,,,"VG参数不满足约束条件: 1 - -0.0001 - 27.1445 = -26.144370 ≤ 0
请检查参数: sigma=23.3, nu=0.1, theta=-0.0013"
10002068,,,"VG参数不满足约束条件: 1 - -0.0002 - 17.6720 = -16.671850 ≤ 0
请检查参数: sigma=18.8, nu=0.1, theta=-0.0015"
10002068,,,"VG参数不满足约束条件: 1 - -0.0002 - 15.3125 = -14.312350 ≤ 0
请检查参数: sigma=17.5, nu=0.1, theta=-0.0015"
10002068,,,"VG参数不满足约束条件: 1 - -0.0002 - 15.3125 = -14.312340 ≤ 0
请检查参数: sigma=17.5, nu=0.1, theta=-0.0016"
10002068,,,"VG参数不满足约束条件: 1 - -0.0002 - 18.0500 = -17.049840 ≤ 0
请检查参数: sigma=19.0, nu=0.1, theta=-0.0016"
10002068,,,"VG参数不满足约束条件: 1 - -0.0002 - 16.3805 = -15.380340 ≤ 0
请检查参数: sigma=18.1, nu=0.1, theta=-0.0016"
10002068,,,"VG参数不满足约束条件: 1 - -0.0002 - 12.0125 = -11.012330 ≤ 0
请检查参数: sigma=15.5, nu=0.1, theta=-0.0017"
10002068,,,"VG参数不满足约束条件: 1 - -0.0002 - 10.2245 = -9.224330 ≤ 0
请检查参数: sigma=14.3, nu=0.1, theta=-0.0017"
10002068,,,"VG参数不满足约束条件: 1 - -0.0002 - 11.2500 = -10.249830 ≤ 0
请检查参数: sigma=15.0, nu=0.1, theta=-0.0017"
10002068,,,"VG参数不满足约束条件: 1 - -0.0002 - 11.4005 = -10.400330 ≤ 0
请检查参数: sigma=15.1, nu=0.1, theta=-0.0017"
10002068,,,"VG参数不满足约束条件: 1 - -0.0002 - 10.3680 = -9.367830 ≤ 0
请检查参数: sigma=14.4, nu=0.1, theta=-0.0017"
10002068,,,"VG参数不满足约束条件: 1 - -0.0002 - 12.3245 = -11.324320 ≤ 0
请检查参数: sigma=15.7, nu=0.1, theta=-0.0018"
10002068,,,"VG参数不满足约束条件: 1 - -0.0002 - 13.7780 = -12.777820 ≤ 0
请检查参数: sigma=16.6, nu=0.1, theta=-0.0018"
10002068,,,"VG参数不满足约束条件: 1 - -0.0002 - 11.2500 = -10.249820 ≤ 0
请检查参数: sigma=15.0, nu=0.1, theta=-0.0018"
10002068,,,"VG参数不满足约束条件: 1 - -0.0002 - 14.6205 = -13.620320 ≤ 0
请检查参数: sigma=17.1, nu=0.1, theta=-0.0018"
10002068,,,"VG参数不满足约束条件: 1 - -0.0002 - 13.6125 = -12.612310 ≤ 0
请检查参数: sigma=16.5, nu=0.1, theta=-0.0019"
10002068,,,"VG参数不满足约束条件: 1 - -0.0002 - 22.8980 = -21.897800 ≤ 0
请检查参数: sigma=21.4, nu=0.1, theta=-0.002"
10002068,,,"VG参数不满足约束条件: 1 - -0.0002 - 26.2205 = -25.220300 ≤ 0
请检查参数: sigma=22.9, nu=0.1, theta=-0.002"
10002068,,,"VG参数不满足约束条件: 1 - -0.0002 - 17.8605 = -16.860300 ≤ 0
请检查参数: sigma=18.9, nu=0.1, theta=-0.002"
10002068,,,"VG参数不满足约束条件: 1 - -0.0002 - 23.7620 = -22.761790 ≤ 0
请检查参数: sigma=21.8, nu=0.1, theta=-0.0021"
10002068,,,"VG参数不满足约束条件: 1 - -0.0002 - 16.3805 = -15.380280 ≤ 0
请检查参数: sigma=18.1, nu=0.1, theta=-0.0022"
10002068,,,"VG参数不满足约束条件: 1 - -0.0001 - 17.6720 = -16.671870 ≤ 0
请检查参数: sigma=18.8, nu=0.1, theta=-0.0013"
10002068,,,"VG参数不满足约束条件: 1 - -0.0001 - 18.2405 = -17.240390 ≤ 0
请检查参数: sigma=19.1, nu=0.1, theta=-0.0011"
10002068,,,"VG参数不满足约束条件: 1 - -0.0001 - 15.1380 = -14.137920 ≤ 0
请检查参数: sigma=17.4, nu=0.1, theta=-0.0008"
10002068,,,"VG参数不满足约束条件: 1 - -0.0001 - 25.3125 = -24.312390 ≤ 0
请检查参数: sigma=22.5, nu=0.1, theta=-0.0011"
10002068,,,"VG参数不满足约束条件: 1 - -0.0002 - 33.5405 = -32.540350 ≤ 0
请检查参数: sigma=25.9, nu=0.1, theta=-0.0015"
10002068,,,"VG参数不满足约束条件: 1 - -0.0002 - 42.6320 = -41.631850 ≤ 0
请检查参数: sigma=29.2, nu=0.1, theta=-0.0015"
10002068,,,"VG参数不满足约束条件: 1 - -0.0002 - 37.8125 = -36.812340 ≤ 0
请检查参数: sigma=27.5, nu=0.1, theta=-0.0016"
10002068,,,"VG参数不满足约束条件: 1 - -0.0002 - 49.2980 = -48.297830 ≤ 0
请检查参数: sigma=31.4, nu=0.1, theta=-0.0017"
10002068,,,"VG参数不满足约束条件: 1 - -0.0002 - 81.2045 = -80.204300 ≤ 0
请检查参数: sigma=40.3, nu=0.1, theta=-0.002"
10002068,,,"VG参数不满足约束条件: 1 - -0.0001 - 93.7445 = -92.744420 ≤ 0
请检查参数: sigma=43.3, nu=0.1, theta=-0.0008"
10002068,,,"VG参数不满足约束条件: 1 - -0.0001 - 98.1245 = -97.124420 ≤ 0
请检查参数: sigma=44.3, nu=0.1, theta=-0.0008"
10002068,,,"VG参数不满足约束条件: 1 - -0.0000 - 76.0500 = -75.049970 ≤ 0
请检查参数: sigma=39.0, nu=0.1, theta=-0.0003"
10002068,,,"VG参数不满足约束条件: 1 - -0.0000 - 106.2605 = -105.260490 ≤ 0
请检查参数: sigma=46.1, nu=0.1, theta=-0.0001"
10002068,,,"VG参数不满足约束条件: 1 - -0.0000 - 72.9620 = -71.961970 ≤ 0
请检查参数: sigma=38.2, nu=0.1, theta=-0.0003"
10002068,,,"VG参数不满足约束条件: 1 - 0.0000 - 199.7120 = -198.712000 ≤ 0
请检查参数: sigma=63.2, nu=0.1, theta=0.0"
10002068,,,"VG参数不满足约束条件: 1 - 0.0000 - 198.4500 = -197.450000 ≤ 0
请检查参数: sigma=63.0, nu=0.1, theta=0.0"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 6.1605 = -5.160450 ≤ 0
请检查参数: sigma=11.1, nu=0.1, theta=-0.0005"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 6.6125 = -5.612450 ≤ 0
请检查参数: sigma=11.5, nu=0.1, theta=-0.0005"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 7.0805 = -6.080450 ≤ 0
请检查参数: sigma=11.9, nu=0.1, theta=-0.0005"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 7.8125 = -6.812450 ≤ 0
请检查参数: sigma=12.5, nu=0.1, theta=-0.0005"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 8.1920 = -7.191950 ≤ 0
请检查参数: sigma=12.8, nu=0.1, theta=-0.0005"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 11.4005 = -10.400450 ≤ 0
请检查参数: sigma=15.1, nu=0.1, theta=-0.0005"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 12.8000 = -11.799950 ≤ 0
请检查参数: sigma=16.0, nu=0.1, theta=-0.0005"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 12.9605 = -11.960450 ≤ 0
请检查参数: sigma=16.1, nu=0.1, theta=-0.0005"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 10.6580 = -9.657950 ≤ 0
请检查参数: sigma=14.6, nu=0.1, theta=-0.0005"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 10.6580 = -9.657950 ≤ 0
请检查参数: sigma=14.6, nu=0.1, theta=-0.0005"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 10.3680 = -9.367950 ≤ 0
请检查参数: sigma=14.4, nu=0.1, theta=-0.0005"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 11.2500 = -10.249950 ≤ 0
请检查参数: sigma=15.0, nu=0.1, theta=-0.0005"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 10.6580 = -9.657950 ≤ 0
请检查参数: sigma=14.6, nu=0.1, theta=-0.0005"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 12.4820 = -11.481950 ≤ 0
请检查参数: sigma=15.8, nu=0.1, theta=-0.0005"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 12.9605 = -11.960450 ≤ 0
请检查参数: sigma=16.1, nu=0.1, theta=-0.0005"
10002069,,,"VG参数不满足约束条件: 1 - -0.0000 - 15.1380 = -14.137960 ≤ 0
请检查参数: sigma=17.4, nu=0.1, theta=-0.0004"
10002069,,,"VG参数不满足约束条件: 1 - -0.0000 - 13.9445 = -12.944460 ≤ 0
请检查参数: sigma=16.7, nu=0.1, theta=-0.0004"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 14.1120 = -13.111950 ≤ 0
请检查参数: sigma=16.8, nu=0.1, theta=-0.0005"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 14.7920 = -13.791950 ≤ 0
请检查参数: sigma=17.2, nu=0.1, theta=-0.0005"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 14.7920 = -13.791950 ≤ 0
请检查参数: sigma=17.2, nu=0.1, theta=-0.0005"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 13.9445 = -12.944450 ≤ 0
请检查参数: sigma=16.7, nu=0.1, theta=-0.0005"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 13.6125 = -12.612450 ≤ 0
请检查参数: sigma=16.5, nu=0.1, theta=-0.0005"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 13.7780 = -12.777950 ≤ 0
请检查参数: sigma=16.6, nu=0.1, theta=-0.0005"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 13.2845 = -12.284450 ≤ 0
请检查参数: sigma=16.3, nu=0.1, theta=-0.0005"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 13.7780 = -12.777950 ≤ 0
请检查参数: sigma=16.6, nu=0.1, theta=-0.0005"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 13.7780 = -12.777950 ≤ 0
请检查参数: sigma=16.6, nu=0.1, theta=-0.0005"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 12.4820 = -11.481950 ≤ 0
请检查参数: sigma=15.8, nu=0.1, theta=-0.0005"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 13.1220 = -12.121950 ≤ 0
请检查参数: sigma=16.2, nu=0.1, theta=-0.0005"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 13.7780 = -12.777940 ≤ 0
请检查参数: sigma=16.6, nu=0.1, theta=-0.0006"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 14.4500 = -13.449940 ≤ 0
请检查参数: sigma=17.0, nu=0.1, theta=-0.0006"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 14.7920 = -13.791930 ≤ 0
请检查参数: sigma=17.2, nu=0.1, theta=-0.0007"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 30.0125 = -29.012380 ≤ 0
请检查参数: sigma=24.5, nu=0.1, theta=-0.0012"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 18.6245 = -17.624360 ≤ 0
请检查参数: sigma=19.3, nu=0.1, theta=-0.0014"
10002069,,,"VG参数不满足约束条件: 1 - -0.0002 - 14.9645 = -13.964350 ≤ 0
请检查参数: sigma=17.3, nu=0.1, theta=-0.0015"
10002069,,,"VG参数不满足约束条件: 1 - -0.0002 - 15.3125 = -14.312350 ≤ 0
请检查参数: sigma=17.5, nu=0.1, theta=-0.0015"
10002069,,,"VG参数不满足约束条件: 1 - -0.0002 - 18.2405 = -17.240340 ≤ 0
请检查参数: sigma=19.1, nu=0.1, theta=-0.0016"
10002069,,,"VG参数不满足约束条件: 1 - -0.0002 - 16.9280 = -15.927840 ≤ 0
请检查参数: sigma=18.4, nu=0.1, theta=-0.0016"
10002069,,,"VG参数不满足约束条件: 1 - -0.0002 - 12.6405 = -11.640330 ≤ 0
请检查参数: sigma=15.9, nu=0.1, theta=-0.0017"
10002069,,,"VG参数不满足约束条件: 1 - -0.0002 - 10.9520 = -9.951830 ≤ 0
请检查参数: sigma=14.8, nu=0.1, theta=-0.0017"
10002069,,,"VG参数不满足约束条件: 1 - -0.0002 - 12.4820 = -11.481830 ≤ 0
请检查参数: sigma=15.8, nu=0.1, theta=-0.0017"
10002069,,,"VG参数不满足约束条件: 1 - -0.0002 - 11.7045 = -10.704330 ≤ 0
请检查参数: sigma=15.3, nu=0.1, theta=-0.0017"
10002069,,,"VG参数不满足约束条件: 1 - -0.0002 - 10.5125 = -9.512320 ≤ 0
请检查参数: sigma=14.5, nu=0.1, theta=-0.0018"
10002069,,,"VG参数不满足约束条件: 1 - -0.0002 - 12.1680 = -11.167820 ≤ 0
请检查参数: sigma=15.6, nu=0.1, theta=-0.0018"
10002069,,,"VG参数不满足约束条件: 1 - -0.0002 - 13.9445 = -12.944320 ≤ 0
请检查参数: sigma=16.7, nu=0.1, theta=-0.0018"
10002069,,,"VG参数不满足约束条件: 1 - -0.0002 - 12.1680 = -11.167820 ≤ 0
请检查参数: sigma=15.6, nu=0.1, theta=-0.0018"
10002069,,,"VG参数不满足约束条件: 1 - -0.0002 - 15.4880 = -14.487810 ≤ 0
请检查参数: sigma=17.6, nu=0.1, theta=-0.0019"
10002069,,,"VG参数不满足约束条件: 1 - -0.0002 - 15.1380 = -14.137800 ≤ 0
请检查参数: sigma=17.4, nu=0.1, theta=-0.002"
10002069,,,"VG参数不满足约束条件: 1 - -0.0002 - 21.8405 = -20.840300 ≤ 0
请检查参数: sigma=20.9, nu=0.1, theta=-0.002"
10002069,,,"VG参数不满足约束条件: 1 - -0.0002 - 25.0880 = -24.087800 ≤ 0
请检查参数: sigma=22.4, nu=0.1, theta=-0.002"
10002069,,,"VG参数不满足约束条件: 1 - -0.0002 - 17.1125 = -16.112290 ≤ 0
请检查参数: sigma=18.5, nu=0.1, theta=-0.0021"
10002069,,,"VG参数不满足约束条件: 1 - -0.0002 - 23.7620 = -22.761800 ≤ 0
请检查参数: sigma=21.8, nu=0.1, theta=-0.002"
10002069,,,"VG参数不满足约束条件: 1 - -0.0002 - 16.9280 = -15.927770 ≤ 0
请检查参数: sigma=18.4, nu=0.1, theta=-0.0023"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 17.2980 = -16.297870 ≤ 0
请检查参数: sigma=18.6, nu=0.1, theta=-0.0013"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 18.8180 = -17.817870 ≤ 0
请检查参数: sigma=19.4, nu=0.1, theta=-0.0013"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 18.8180 = -17.817890 ≤ 0
请检查参数: sigma=19.4, nu=0.1, theta=-0.0011"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 22.8980 = -21.897870 ≤ 0
请检查参数: sigma=21.4, nu=0.1, theta=-0.0013"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 33.2820 = -32.281860 ≤ 0
请检查参数: sigma=25.8, nu=0.1, theta=-0.0014"
10002069,,,"VG参数不满足约束条件: 1 - -0.0002 - 41.4720 = -40.471830 ≤ 0
请检查参数: sigma=28.8, nu=0.1, theta=-0.0017"
10002069,,,"VG参数不满足约束条件: 1 - -0.0002 - 36.9920 = -35.991840 ≤ 0
请检查参数: sigma=27.2, nu=0.1, theta=-0.0016"
10002069,,,"VG参数不满足约束条件: 1 - -0.0001 - 47.1245 = -46.124360 ≤ 0
请检查参数: sigma=30.7, nu=0.1, theta=-0.0014"
10002069,,,"VG参数不满足约束条件: 1 - -0.0002 - 76.4405 = -75.440340 ≤ 0
请检查参数: sigma=39.1, nu=0.1, theta=-0.0016"
10002069,,,"VG参数不满足约束条件: 1 - -0.0000 - 104.4245 = -103.424460 ≤ 0
请检查参数: sigma=45.7, nu=0.1, theta=-0.0004"
10002069,,,"VG参数不满足约束条件: 1 - -0.0000 - 102.6045 = -101.604460 ≤ 0
请检查参数: sigma=45.3, nu=0.1, theta=-0.0004"
10002069,,,"VG参数不满足约束条件: 1 - -0.0000 - 87.3620 = -86.361990 ≤ 0
请检查参数: sigma=41.8, nu=0.1, theta=-0.0001"
10002069,,,"VG参数不满足约束条件: 1 - 0.0000 - 130.0500 = -129.050000 ≤ 0
请检查参数: sigma=51.0, nu=0.1, theta=0.0"
10002069,,,"VG参数不满足约束条件: 1 - -0.0000 - 93.3120 = -92.311990 ≤ 0
请检查参数: sigma=43.2, nu=0.1, theta=-0.0001"
10002069,,,"VG参数不满足约束条件: 1 - 0.0000 - 240.8180 = -239.818000 ≤ 0
请检查参数: sigma=69.4, nu=0.1, theta=0.0"
10002069,,,"VG参数不满足约束条件: 1 - 0.0000 - 279.0045 = -278.004500 ≤ 0
请检查参数: sigma=74.7, nu=0.1, theta=0.0"
10002070,,,"VG参数不满足约束条件: 1 - -0.0001 - 6.4980 = -5.497950 ≤ 0
请检查参数: sigma=11.4, nu=0.1, theta=-0.0005"
10002070,,,"VG参数不满足约束条件: 1 - -0.0001 - 6.9620 = -5.961950 ≤ 0
请检查参数: sigma=11.8, nu=0.1, theta=-0.0005"
10002070,,,"VG参数不满足约束条件: 1 - -0.0001 - 7.8125 = -6.812450 ≤ 0
请检查参数: sigma=12.5, nu=0.1, theta=-0.0005"
10002070,,,"VG参数不满足约束条件: 1 - -0.0001 - 7.9380 = -6.937950 ≤ 0
请检查参数: sigma=12.6, nu=0.1, theta=-0.0005"
10002070,,,"VG参数不满足约束条件: 1 - -0.0001 - 8.7120 = -7.711950 ≤ 0
请检查参数: sigma=13.2, nu=0.1, theta=-0.0005"
10002070,,,"VG参数不满足约束条件: 1 - -0.0001 - 11.1005 = -10.100450 ≤ 0
请检查参数: sigma=14.9, nu=0.1, theta=-0.0005"
10002070,,,"VG参数不满足约束条件: 1 - -0.0001 - 12.3245 = -11.324450 ≤ 0
请检查参数: sigma=15.7, nu=0.1, theta=-0.0005"
10002070,,,"VG参数不满足约束条件: 1 - -0.0001 - 12.4820 = -11.481940 ≤ 0
请检查参数: sigma=15.8, nu=0.1, theta=-0.0006"
10002070,,,"VG参数不满足约束条件: 1 - -0.0001 - 10.0820 = -9.081940 ≤ 0
请检查参数: sigma=14.2, nu=0.1, theta=-0.0006"
10002070,,,"VG参数不满足约束条件: 1 - -0.0001 - 10.6580 = -9.657940 ≤ 0
请检查参数: sigma=14.6, nu=0.1, theta=-0.0006"
10002070,,,"VG参数不满足约束条件: 1 - -0.0001 - 10.3680 = -9.367940 ≤ 0
请检查参数: sigma=14.4, nu=0.1, theta=-0.0006"
10002070,,,"VG参数不满足约束条件: 1 - -0.0001 - 11.1005 = -10.100440 ≤ 0
请检查参数: sigma=14.9, nu=0.1, theta=-0.0006"
10002070,,,"VG参数不满足约束条件: 1 - -0.0001 - 11.7045 = -10.704440 ≤ 0
请检查参数: sigma=15.3, nu=0.1, theta=-0.0006"
10002070,,,"VG参数不满足约束条件: 1 - -0.0001 - 12.6405 = -11.640440 ≤ 0
请检查参数: sigma=15.9, nu=0.1, theta=-0.0006"
10002070,,,"VG参数不满足约束条件: 1 - -0.0001 - 12.9605 = -11.960450 ≤ 0
请检查参数: sigma=16.1, nu=0.1, theta=-0.0005"
10002070,,,"VG参数不满足约束条件: 1 - -0.0001 - 14.6205 = -13.620450 ≤ 0
请检查参数: sigma=17.1, nu=0.1, theta=-0.0005"
10002070,,,"VG参数不满足约束条件: 1 - -0.0001 - 13.6125 = -12.612450 ≤ 0
请检查参数: sigma=16.5, nu=0.1, theta=-0.0005"
10002070,,,"VG参数不满足约束条件: 1 - -0.0001 - 13.6125 = -12.612450 ≤ 0
请检查参数: sigma=16.5, nu=0.1, theta=-0.0005"
10002070,,,"VG参数不满足约束条件: 1 - -0.0001 - 14.4500 = -13.449950 ≤ 0
请检查参数: sigma=17.0, nu=0.1, theta=-0.0005"
10002070,,,"VG参数不满足约束条件: 1 - -0.0001 - 14.6205 = -13.620440 ≤ 0
请检查参数: sigma=17.1, nu=0.1, theta=-0.0006"
10002070,,,"VG参数不满足约束条件: 1 - -0.0001 - 14.1120 = -13.111940 ≤ 0
请检查参数: sigma=16.8, nu=0.1, theta=-0.0006"
10002070,,,"VG参数不满足约束条件: 1 - -0.0001 - 13.9445 = -12.944440 ≤ 0
请检查参数: sigma=16.7, nu=0.1, theta=-0.0006"
10002070,,,"VG参数不满足约束条件: 1 - -0.0001 - 13.6125 = -12.612450 ≤ 0
请检查参数: sigma=16.5, nu=0.1, theta=-0.0005"
10002070,,,"VG参数不满足约束条件: 1 - -0.0001 - 13.2845 = -12.284450 ≤ 0
请检查参数: sigma=16.3, nu=0.1, theta=-0.0005"
10002070,,,"VG参数不满足约束条件: 1 - -0.0001 - 13.6125 = -12.612440 ≤ 0
请检查参数: sigma=16.5, nu=0.1, theta=-0.0006"
10002070,,,"VG参数不满足约束条件: 1 - -0.0001 - 12.1680 = -11.167940 ≤ 0
请检查参数: sigma=15.6, nu=0.1, theta=-0.0006"
10002070,,,"VG参数不满足约束条件: 1 - -0.0001 - 12.0125 = -11.012440 ≤ 0
请检查参数: sigma=15.5, nu=0.1, theta=-0.0006"
10002070,,,"VG参数不满足约束条件: 1 - -0.0001 - 13.1220 = -12.121940 ≤ 0
请检查参数: sigma=16.2, nu=0.1, theta=-0.0006"
10002070,,,"VG参数不满足约束条件: 1 - -0.0001 - 13.9445 = -12.944440 ≤ 0
请检查参数: sigma=16.7, nu=0.1, theta=-0.0006"
10002070,,,"VG参数不满足约束条件: 1 - -0.0001 - 17.4845 = -16.484440 ≤ 0
请检查参数: sigma=18.7, nu=0.1, theta=-0.0006"
10002070,,,"VG参数不满足约束条件: 1 - -0.0001 - 15.4880 = -14.487930 ≤ 0
请检查参数: sigma=17.6, nu=0.1, theta=-0.0007"
10002070,,,"VG参数不满足约束条件: 1 - -0.0001 - 32.2580 = -31.257890 ≤ 0
请检查参数: sigma=25.4, nu=0.1, theta=-0.0011"
10002070,,,"VG参数不满足约束条件: 1 - -0.0001 - 20.4020 = -19.401860 ≤ 0
请检查参数: sigma=20.2, nu=0.1, theta=-0.0014"
10002070,,,"VG参数不满足约束条件: 1 - -0.0001 - 15.4880 = -14.487860 ≤ 0
请检查参数: sigma=17.6, nu=0.1, theta=-0.0014"
10002070,,,"VG参数不满足约束条件: 1 - -0.0002 - 16.3805 = -15.380350 ≤ 0
请检查参数: sigma=18.1, nu=0.1, theta=-0.0015"
10002070,,,"VG参数不满足约束条件: 1 - -0.0002 - 18.6245 = -17.624350 ≤ 0
请检查参数: sigma=19.3, nu=0.1, theta=-0.0015"
10002070,,,"VG参数不满足约束条件: 1 - -0.0002 - 17.6720 = -16.671840 ≤ 0
请检查参数: sigma=18.8, nu=0.1, theta=-0.0016"
10002070,,,"VG参数不满足约束条件: 1 - -0.0002 - 13.6125 = -12.612340 ≤ 0
请检查参数: sigma=16.5, nu=0.1, theta=-0.0016"
10002070,,,"VG参数不满足约束条件: 1 - -0.0002 - 11.2500 = -10.249830 ≤ 0
请检查参数: sigma=15.0, nu=0.1, theta=-0.0017"
10002070,,,"VG参数不满足约束条件: 1 - -0.0002 - 12.3245 = -11.324330 ≤ 0
请检查参数: sigma=15.7, nu=0.1, theta=-0.0017"
10002070,,,"VG参数不满足约束条件: 1 - -0.0002 - 12.3245 = -11.324330 ≤ 0
请检查参数: sigma=15.7, nu=0.1, theta=-0.0017"
10002070,,,"VG参数不满足约束条件: 1 - -0.0002 - 11.4005 = -10.400320 ≤ 0
请检查参数: sigma=15.1, nu=0.1, theta=-0.0018"
10002070,,,"VG参数不满足约束条件: 1 - -0.0002 - 12.6405 = -11.640320 ≤ 0
请检查参数: sigma=15.9, nu=0.1, theta=-0.0018"
10002070,,,"VG参数不满足约束条件: 1 - -0.0002 - 13.7780 = -12.777820 ≤ 0
请检查参数: sigma=16.6, nu=0.1, theta=-0.0018"
10002070,,,"VG参数不满足约束条件: 1 - -0.0002 - 12.4820 = -11.481810 ≤ 0
请检查参数: sigma=15.8, nu=0.1, theta=-0.0019"
10002070,,,"VG参数不满足约束条件: 1 - -0.0002 - 15.4880 = -14.487810 ≤ 0
请检查参数: sigma=17.6, nu=0.1, theta=-0.0019"
10002070,,,"VG参数不满足约束条件: 1 - -0.0002 - 16.3805 = -15.380300 ≤ 0
请检查参数: sigma=18.1, nu=0.1, theta=-0.002"
10002070,,,"VG参数不满足约束条件: 1 - -0.0002 - 21.4245 = -20.424300 ≤ 0
请检查参数: sigma=20.7, nu=0.1, theta=-0.002"
10002070,,,"VG参数不满足约束条件: 1 - -0.0002 - 23.7620 = -22.761800 ≤ 0
请检查参数: sigma=21.8, nu=0.1, theta=-0.002"
10002070,,,"VG参数不满足约束条件: 1 - -0.0002 - 17.4845 = -16.484300 ≤ 0
请检查参数: sigma=18.7, nu=0.1, theta=-0.002"
10002070,,,"VG参数不满足约束条件: 1 - -0.0002 - 23.3280 = -22.327820 ≤ 0
请检查参数: sigma=21.6, nu=0.1, theta=-0.0018"
10002070,,,"VG参数不满足约束条件: 1 - -0.0002 - 17.2980 = -16.297780 ≤ 0
请检查参数: sigma=18.6, nu=0.1, theta=-0.0022"
