optID,theoryPrice,computeTime
10002049,0.15741916979904425,0.001312
10002049,0.14973867438547872,0.0
10002049,0.19743155206442023,0.0
10002049,0.1913667577964904,0.0
10002049,0.21775107737384175,0.0
10002049,0.21110446183974313,0.0
10002049,0.2052354997051605,0.001082
10002049,0.2009954285616975,0.0
10002049,0.1788485782317726,0.0
10002049,0.1862400344132218,0.0
10002049,0.18014168257594212,0.0
10002049,0.19815676180610278,0.0
10002049,0.204218453033988,0.0
10002049,0.24166051882720782,0.00117
10002049,0.2483819472747027,0.0
10002049,0.2705851314199956,0.0
10002049,0.2587482226633061,0.0
10002049,0.24269711610031347,0.0
10002049,0.25443813228290363,0.001087
10002049,0.2273995636904479,0.0
10002049,0.2503919274985065,0.0
10002049,0.2546276193935051,0.0
10002049,0.2744182604012305,0.001279
10002049,0.2710468354791427,0.0
10002049,0.24219712554857203,0.0
10002049,0.23391546818724052,0.0
10002049,0.2392389657597548,0.001245
10002049,0.2567169592411926,0.0
10002049,0.20656480275280426,0.0
10002050,0.1239001344259468,0.001401
10002050,0.11694777293577235,0.0
10002050,0.15988913803428806,0.0
10002050,0.15367831807242485,0.0
10002050,0.1775902816947613,0.0
10002050,0.17128562097224287,0.0
10002050,0.16567835861666927,0.0
10002050,0.1615511820094204,0.0
10002050,0.14024452470596938,0.001329
10002050,0.14693936386542075,0.0
10002050,0.14099032166878983,0.0
10002050,0.15740015340457858,0.0
10002050,0.1627435633659817,0.0
10002050,0.19754219097407183,0.0
10002050,0.2037447995711182,0.0
10002050,0.22463689619371172,0.0
10002050,0.2130414022057809,0.001004
10002050,0.19684245338093084,0.0
10002050,0.20797191036391488,0.0
10002050,0.18124654299594992,0.0
10002050,0.2035644754303026,0.0
10002050,0.20744978999758962,0.0
10002050,0.22614775018678174,0.001004
10002050,0.22263502900977064,0.0
10002050,0.1940127128200873,0.0
10002050,0.1854774024910979,0.0
10002050,0.19053028576821324,0.0
10002050,0.20716196241619772,0.00102
10002050,0.1569371638801534,0.0
10002051,0.09450939019561487,0.0
10002051,0.08853115014699084,0.0
10002051,0.12589394403215431,0.0
10002051,0.1197026214136088,0.001023
10002051,0.14047952471969283,0.0
10002051,0.13460365765252189,0.0
10002051,0.12941671982492317,0.001108
10002051,0.12551692802911565,0.0
10002051,0.10589080694673271,0.0
10002051,0.11146255060257412,0.001216
10002051,0.1058886910998226,0.0
10002051,0.12003395375527891,0.0
10002051,0.12442488397863825,0.0
10002051,0.15592084286903868,0.0
10002051,0.16140829020518893,0.001037
10002051,0.18040572402075591,0.0
10002051,0.1692502851046395,0.0
10002051,0.15303688773806465,0.0
10002051,0.163248450131735,0.0
10002051,0.13742972420758215,0.001078
10002051,0.15839536492520404,0.0
10002051,0.16176766684671287,0.0
10002051,0.1787968429189462,0.001026
10002051,0.17510278435742233,0.0
10002051,0.14696355650357923,0.0
10002051,0.13822488266896538,0.001009
10002051,0.14273129234539836,0.0
10002051,0.15791794033857623,0.0
10002051,0.10759731306636937,0.0
10002052,0.06964277085474037,0.0
10002052,0.0648508903194372,0.001027
10002052,0.09593853894976777,0.0
10002052,0.09002379184356174,0.0
10002052,0.10817121150309009,0.001036
10002052,0.10215990768562463,0.0
10002052,0.09704319689047862,0.0
10002052,0.09353448337767092,0.0
10002052,0.07655233127496781,0.0
10002052,0.08071660827152488,0.0
10002052,0.0758273279282405,0.0
10002052,0.08689594211885697,0.0
10002052,0.0900407504776879,0.001009
10002052,0.11759293176751281,0.0
10002052,0.12210285805441248,0.0
10002052,0.13877830437994865,0.001125
10002052,0.12799686205964453,0.0
10002052,0.11215031305315433,0.0
10002052,0.12096207038776778,0.00108
10002052,0.09699329264369916,0.0
10002052,0.11563515220455481,0.0
10002052,0.11825675966053967,0.0
10002052,0.1329226617463743,0.0
10002052,0.1288041429378156,0.001383
10002052,0.10178390217530373,0.0
10002052,0.09284945138214777,0.0
10002052,0.09646133358250168,0.00101
10002052,0.10921291992504044,0.0
10002052,0.05898682228113687,0.0
10002053,0.05077689589176246,0.0
10002053,0.04608143972321105,0.0
10002053,0.07044316704155895,0.001016
10002053,0.06511057432603266,0.0
10002053,0.08060876618101315,0.0
10002053,0.07540844617456878,0.0
10002053,0.07069397505457335,0.0
10002053,0.06702207883038223,0.001017
10002053,0.05300008221113421,0.0
10002053,0.05552751750142852,0.0
10002053,0.051727293293344266,0.001031
10002053,0.05923107758586056,0.0
10002053,0.06214794718102747,0.0
10002053,0.08350032146459262,0.0
10002053,0.08667056409583743,0.0
10002053,0.10135655735448657,0.0
10002053,0.09059359772436765,0.0
10002053,0.07541371809014871,0.00102
10002053,0.08195730157506491,0.0
10002053,0.061801028388190966,0.0
10002053,0.07633196893748963,0.0
10002053,0.0777991475069686,0.0
10002053,0.09002536356132984,0.0
10002053,0.08547028923773102,0.0
10002053,0.060084335710945805,0.0
10002053,0.05145538435401975,0.0
10002053,0.05349591100030246,0.0
10002053,0.061613520192213195,0.001023
10002053,0.013449933508334927,0.0
10002054,0.026109968793696793,0.0
10002054,0.02364520205439849,0.00103
10002054,0.03713540051039342,0.0
10002054,0.0329584184268188,0.0
10002054,0.040729394470969,0.0
10002054,0.03775180526967731,0.0
10002054,0.03506880148628921,0.0
10002054,0.032932097236239494,0.0
10002054,0.02393928765295239,0.0
10002054,0.025349462896180862,0.001014
10002054,0.02285386122947075,0.0
10002054,0.02698177874623717,0.001184
10002054,0.027688909841256652,0.0
10002054,0.0363855662238375,0.0
10002054,0.03786390249098856,0.0
10002054,0.04406447663104599,0.0
10002054,0.03786381081406868,0.0
10002054,0.027236784085802216,0.0
10002054,0.030036567047162552,0.0
10002054,0.01916443212710658,0.001017
10002054,0.025329069661765416,0.0
10002054,0.025079039740923098,0.0
10002054,0.025489901016744077,0.0
10002054,0.022323953843229282,0.0
10002054,0.012602925857951381,0.001044
10002054,0.008883141346125159,0.0
10002054,0.008497624013422456,0.0
10002054,0.005731952405429811,0.00102
10002054,0.0011215582826510384,0.0
10002055,0.012860297008791741,0.0
10002055,0.011521997221939601,0.0
10002055,0.018330100335959686,0.0
10002055,0.01599269377219875,0.0
10002055,0.020193447942455516,0.0
10002055,0.018248393586754206,0.0
10002055,0.01651795847407668,0.00106
10002055,0.015163658992992445,0.0
10002055,0.011189675636820598,0.0
10002055,0.011519632586985549,0.0
10002055,0.010441154092484055,0.0
10002055,0.01169709504021869,0.001013
10002055,0.011942432846226876,0.0
10002055,0.015423539029518391,0.0
10002055,0.015514363573311828,0.00101
10002055,0.01760091089275912,0.0
10002055,0.014283346533619307,0.0
10002055,0.010258031455119753,0.0
10002055,0.010532450725799428,0.0
